1_Player,2_Nation,3_Pos,4_Squad,5_Comp,6_Age,7_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xA,Expected_npxG+xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,33_Matches
Augusto Solari,ar ARG,"MF,DF",Celta Vigo,es La Liga,30-071,1992,19,2,516,5.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.06,0.04,0.10,0.06,0.10,Matches
Roberto Soldado,es ESP,FW,Levante,es La Liga,36-292,1985,13,7,578,6.4,1,1,1,0,0,6,2,0.16,0.16,0.31,0.16,0.31,1.4,1.4,0.4,1.8,0.22,0.07,0.28,0.22,0.28,Matches
Carlos Soler,es ESP,MF,Valencia,es La Liga,25-072,1997,22,19,1695,18.8,9,4,3,6,6,4,0,0.48,0.21,0.69,0.16,0.37,7.1,2.5,2.8,5.3,0.38,0.15,0.52,0.13,0.28,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33-088,1988,26,26,2340,26.0,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,Matches
Son,es ESP,DF,Levante,es La Liga,27-350,1994,17,14,1248,13.9,1,0,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09,Matches
Brandon Soppy,fr FRA,"DF,MF",Udinese,it Serie A,20-022,2002,19,6,576,6.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.06,0.02,0.08,0.06,0.08,Matches
David Soria,es ESP,GK,Getafe,es La Liga,28-345,1993,28,28,2514,27.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Roberto Soriano,it ITA,"MF,FW",Bologna,it Serie A,31-035,1991,26,25,2033,22.6,0,2,0,0,0,6,2,0.00,0.09,0.09,0.00,0.09,1.8,1.8,2.4,4.2,0.08,0.11,0.19,0.08,0.19,Matches
Alberto Soro,es ESP,"MF,FW",Granada,es La Liga,23-006,1999,12,7,530,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.09,0.10,0.18,0.09,0.18,Matches
Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24-053,1998,21,21,1868,20.8,1,6,1,0,0,3,0,0.05,0.29,0.34,0.05,0.34,0.5,0.5,4.5,5.1,0.03,0.22,0.24,0.03,0.24,Matches
Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18-086,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,31-141,1990,26,19,1758,19.5,4,4,2,2,2,6,0,0.20,0.20,0.41,0.10,0.31,6.7,5.2,2.5,7.7,0.34,0.13,0.47,0.27,0.39,Matches
Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22-285,1999,20,13,1123,12.5,3,2,3,0,0,3,1,0.24,0.16,0.40,0.24,0.40,2.4,2.4,1.8,4.2,0.19,0.15,0.34,0.19,0.34,Matches
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27-016,1995,27,27,2418,26.9,4,1,4,0,0,2,0,0.15,0.04,0.19,0.15,0.19,4.2,3.8,1.4,5.2,0.16,0.05,0.21,0.14,0.19,Matches
Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18-334,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.40,0.00,2.40,2.40,2.40,Matches
Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,21-071,2001,13,3,338,3.8,3,0,3,0,0,1,0,0.80,0.00,0.80,0.80,0.80,3.5,3.5,0.1,3.6,0.93,0.03,0.97,0.93,0.97,Matches
Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29-270,1992,20,18,1553,17.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.05,0.00,0.06,0.05,0.06,Matches
Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23-016,1999,17,11,1024,11.4,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.2,0.6,0.04,0.02,0.06,0.04,0.06,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,30-031,1992,24,17,1498,16.6,0,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25-037,1997,25,25,2149,23.9,2,3,2,0,0,5,0,0.08,0.13,0.21,0.08,0.21,0.5,0.5,2.0,2.5,0.02,0.08,0.11,0.02,0.11,Matches
Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19-254,2002,11,9,835,9.3,2,1,2,0,0,2,0,0.22,0.11,0.32,0.22,0.32,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25-296,1996,23,23,2047,22.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.1,1.5,0.06,0.01,0.07,0.06,0.07,Matches
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29-309,1992,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,25-147,1996,8,7,604,6.7,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.9,0.9,0.1,1.0,0.13,0.02,0.15,0.13,0.15,Matches
Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23-120,1998,20,12,1201,13.3,1,3,1,0,0,4,0,0.07,0.22,0.30,0.07,0.30,0.9,0.9,0.8,1.7,0.07,0.06,0.13,0.07,0.13,Matches
Kostas Stafylidis,gr GRE,DF,Bochum,de Bundesliga,28-103,1993,20,11,1069,11.9,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07,Matches
Luca Stanga,it ITA,DF,Milan,it Serie A,20-051,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21-347,2000,8,4,406,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26-335,1995,21,20,1819,20.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.02,0.01,0.04,0.02,0.04,Matches
Jason Steele,eng ENG,GK,Brighton,eng Premier League,31-209,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,29-173,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,30-132,1991,19,12,877,9.7,0,1,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,1.2,1.2,1.0,2.3,0.12,0.11,0.23,0.12,0.23,Matches
Zack Steffen,us USA,GK,Manchester City,eng Premier League,26-347,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,23-087,1998,18,9,892,9.9,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,2.6,2.6,2.1,4.7,0.27,0.21,0.48,0.27,0.48,Matches
Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25-360,1996,11,4,516,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.02,0.05,0.02,0.05,Matches
Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32-276,1989,2,1,123,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.04,0.06,0.02,0.06,Matches
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28-047,1994,9,7,631,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.04,0.04,0.00,0.04,Matches
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,27-097,1994,23,17,1569,17.4,10,1,8,2,3,1,0,0.57,0.06,0.63,0.46,0.52,10.1,7.6,3.4,10.9,0.58,0.19,0.77,0.43,0.63,Matches
Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18-339,2003,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.25,0.25,0.00,0.25,Matches
Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20-345,2001,19,11,1088,12.1,1,1,1,0,0,0,0,0.08,0.08,0.17,0.08,0.17,0.9,0.9,0.7,1.6,0.07,0.06,0.13,0.07,0.13,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,33-201,1988,19,16,1289,14.3,2,4,2,0,2,7,0,0.14,0.28,0.42,0.14,0.42,5.1,3.6,3.1,6.7,0.36,0.22,0.57,0.25,0.47,Matches
Kevin Stöger,at AUT,"MF,FW",Mainz 05,de Bundesliga,28-200,1993,16,0,254,2.8,1,1,1,0,0,3,0,0.35,0.35,0.71,0.35,0.71,1.0,1.0,1.4,2.4,0.37,0.48,0.85,0.37,0.85,Matches
Petar Stojanović,si SVN,DF,Empoli,it Serie A,26-159,1995,26,25,2130,23.7,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,2.5,3.0,0.02,0.11,0.13,0.02,0.13,Matches
John Stones,eng ENG,DF,Manchester City,eng Premier League,27-291,1994,11,9,863,9.6,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.9,0.9,0.1,0.9,0.09,0.01,0.10,0.09,0.10,Matches
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26-361,1995,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31-233,1990,11,11,933,10.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06,Matches
Dávid Strelec,sk SVK,"FW,MF",Spezia,it Serie A,20-345,2001,9,7,481,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.8,1.2,0.08,0.16,0.23,0.08,0.23,Matches
Tobias Strobl,de GER,"MF,DF",Augsburg,de Bundesliga,31-307,1990,5,4,323,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
Kevin Strootman,nl NED,MF,Cagliari,it Serie A,32-030,1990,10,7,640,7.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches
Pascal Struijk,nl NED,"DF,MF",Leeds United,eng Premier League,22-216,1999,22,19,1693,18.8,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3,0.06,0.01,0.07,0.06,0.07,Matches
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,31-022,1991,11,8,684,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21,Matches
Leo Štulac,si SVN,MF,Empoli,it Serie A,27-170,1994,17,6,625,6.9,1,2,1,0,0,1,0,0.14,0.29,0.43,0.14,0.43,0.2,0.2,0.4,0.6,0.03,0.06,0.08,0.03,0.08,Matches
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,29-006,1993,21,20,1514,16.8,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.03,0.03,0.06,0.03,0.06,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Damián Suárez,uy URU,"DF,MF",Getafe,es La Liga,33-322,1988,25,23,2046,22.7,0,3,0,0,0,10,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,2.6,3.1,0.02,0.11,0.14,0.02,0.14,Matches
Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,28-068,1994,28,24,2017,22.4,3,2,3,0,0,4,0,0.13,0.09,0.22,0.13,0.22,1.6,1.6,2.8,4.4,0.07,0.12,0.20,0.07,0.20,Matches
Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,35-050,1987,27,17,1523,16.9,9,2,8,1,2,7,0,0.53,0.12,0.65,0.47,0.59,7.6,6.1,1.3,7.3,0.45,0.08,0.52,0.36,0.43,Matches
Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,35-019,1987,7,4,374,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.06,0.01,0.07,0.06,0.07,Matches
Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,26-067,1996,15,6,545,6.1,1,2,1,0,0,1,1,0.17,0.33,0.50,0.17,0.50,1.3,1.3,1.5,2.9,0.22,0.25,0.47,0.22,0.47,Matches
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,26-193,1995,24,18,1724,19.2,1,2,1,0,0,2,0,0.05,0.10,0.16,0.05,0.16,1.4,1.4,1.0,2.4,0.07,0.05,0.12,0.07,0.12,Matches
Kamaldeen Sulemana,gh GHA,"MF,FW",Rennes,fr Ligue 1,20-028,2002,20,11,1015,11.3,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,2.5,2.5,1.4,3.8,0.22,0.12,0.34,0.22,0.34,Matches
Crysencio Summerville,nl NED,"MF,FW",Leeds United,eng Premier League,20-136,2001,5,0,122,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.19,0.03,0.22,0.19,0.22,Matches
Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,22-028,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Suso,es ESP,FW,Sevilla,es La Liga,28-116,1993,8,6,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14,Matches
Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,22-073,2000,15,4,599,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.01,0.04,0.03,0.04,Matches
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,23-069,1999,27,24,2058,22.9,3,2,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,1.7,1.7,2.5,4.2,0.07,0.11,0.19,0.07,0.19,Matches
Michael Svoboda,at AUT,DF,Venezia,it Serie A,23-151,1998,13,9,866,9.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.06,0.00,0.06,0.06,0.06,Matches
Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21-339,2000,1,1,67,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Mamadou Sylla,sn SEN,FW,Alavés,es La Liga,27-360,1994,13,4,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,Matches
Mamadou Sylla,sn SEN,"FW,MF",Rayo Vallecano,es La Liga,27-360,1994,6,1,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.25,0.00,0.25,0.25,0.25,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,34-096,1987,12,2,260,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.5,1.5,0.33,0.18,0.51,0.33,0.51,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31-331,1990,26,26,2340,26.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,21-141,2000,23,13,1291,14.3,4,6,4,0,1,2,0,0.28,0.42,0.70,0.28,0.70,3.9,3.2,4.6,7.8,0.27,0.32,0.60,0.22,0.54,Matches
Jakob Sørensen,dk DEN,"DF,MF",Norwich City,eng Premier League,24-012,1998,6,4,370,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.09,0.00,0.09,0.09,0.09,Matches
Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26-100,1995,23,10,916,10.2,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,3.2,3.2,1.3,4.6,0.32,0.13,0.45,0.32,0.45,Matches
Tachi,es ESP,DF,Alavés,es La Liga,24-186,1997,5,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26-032,1996,25,25,2236,24.8,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,1.0,1.0,0.8,1.8,0.04,0.03,0.07,0.04,0.07,Matches
Waniss Taibi,fr FRA,"MF,DF",Angers,fr Ligue 1,20-008,2002,5,1,121,1.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29-041,1993,18,15,1375,15.3,2,3,2,0,0,1,0,0.13,0.20,0.33,0.13,0.33,2.0,2.0,2.7,4.7,0.13,0.18,0.31,0.13,0.31,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Adrien Tameze,cm CMR,"MF,DF",Hellas Verona,it Serie A,28-039,1994,29,18,1815,20.2,4,2,4,0,0,2,0,0.20,0.10,0.30,0.20,0.30,1.1,1.1,1.1,2.3,0.06,0.06,0.11,0.06,0.11,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22-349,1999,11,10,735,8.2,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09,Matches
Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26-230,1995,22,12,1178,13.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23-041,1999,14,11,1094,12.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29-327,1992,20,19,1732,19.2,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,2.3,2.6,0.02,0.12,0.14,0.02,0.14,Matches
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,26-178,1995,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17,Matches
Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,26-178,1995,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.04,0.15,0.18,0.04,0.18,Matches
Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19-299,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,29-116,1992,25,25,2250,25.0,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,1.5,1.5,0.4,2.0,0.06,0.02,0.08,0.06,0.08,Matches
Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36-034,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Niklas Tauer,de GER,"MF,DF",Mainz 05,de Bundesliga,21-026,2001,6,3,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08,Matches
Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,22-048,2000,14,6,626,7.0,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.6,0.6,0.8,1.4,0.09,0.12,0.21,0.09,0.21,Matches
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,28-178,1993,20,19,1741,19.3,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.7,1.8,0.01,0.09,0.09,0.01,0.09,Matches
Loum Tchaouna,fr FRA,"MF,FW",Rennes,fr Ligue 1,18-188,2003,7,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.27,0.06,0.32,0.27,0.32,Matches
Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23-328,1998,9,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,22-047,2000,26,24,2124,23.6,1,1,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,1.7,1.7,2.0,3.7,0.07,0.09,0.16,0.07,0.16,Matches
Mathys Tel,fr FRA,"FW,MF",Rennes,fr Ligue 1,16-322,2005,5,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.11,0.18,0.29,0.11,0.29,Matches
Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24-278,1997,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,0.8,0.8,1.0,1.8,0.26,0.31,0.57,0.26,0.57,Matches
Nathan Tella,eng ENG,"MF,FW",Southampton,eng Premier League,22-253,1999,10,7,586,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.2,0.07,0.11,0.18,0.07,0.18,Matches
Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,29-090,1992,13,11,1002,11.1,0,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,1.0,1.4,0.04,0.09,0.13,0.04,0.13,Matches
Cristian Tello,es ESP,"FW,MF",Betis,es La Liga,30-216,1991,19,4,724,8.0,1,2,1,0,0,2,0,0.12,0.25,0.37,0.12,0.37,1.6,1.6,2.0,3.6,0.20,0.24,0.45,0.20,0.45,Matches
Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,26-022,1996,6,5,487,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29-319,1992,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32-007,1990,22,21,1962,21.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,25-011,1997,27,27,1939,21.5,14,0,14,0,0,1,0,0.65,0.00,0.65,0.65,0.65,9.2,9.2,2.4,11.7,0.43,0.11,0.54,0.43,0.54,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,22-210,1999,10,1,227,2.5,0,1,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.4,0.4,0.00,0.15,0.15,0.00,0.15,Matches
Robert Tesche,de GER,MF,Bochum,de Bundesliga,34-292,1987,9,4,286,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
